title,lyrics,link
ПРОВЕДАЙ МЕНЯ (VISIT ME),"[Текст песни «ПРОВЕДАЙ МЕНЯ»]

[Куплет]
В этот день я слушал молодую девчонку
Она была симпатична
Она сказала, что людям не интересно, что у неё всё хорошо
Всё хорошо
И поэтому порой ей хочется снова заторчать на наркоте
Заторчать на наркоте
Тогда, все прибегут спасать её, заботиться о ней
Как в детстве, когда болеешь
Когда болеешь
А я сидел и завидовал, возможностью желать такого
Если я заторчу — я получу только порцию разочарования и презрения, не больше
Поэтому хотелось попасть в аварию
Лишиться ног, ушей, глаз
Смерти близких, как минимум
Может быть тогда, может быть тогда ты придёшь
Меня проведать
Меня проведать...",https://genius.com/Soloma-visit-me-lyrics
"Ну типа (Well, like)","[Текст песни «Ну типа» ft. Слава КПСС, Shmara]

[Припев: Metox, Shmara]
Ты одна тут? — Ну типа
Парня нету? — Ну типа
Нюхать будешь? — Ну типа
Я тя сниму для клипа
Выпить будешь? — Ну типа
В номер едем? — Ну типа
Там минетик? — Ну типа
Ты в списках моего ВИПа
Ты одна тут? — Ну типа
Парня нету? — Ну типа
Нюхать будешь? — Ну типа
Я тя сниму для клипа
Выпить будешь? — Ну типа
В номер едем? — Ну типа
Там минетик? — Ну типа
Так она забыла своего типа
Ну типа
Ну типа
Ну типа
Ну типа

[Куплет 1: Metox]
Продавал Драп и немеренно трат
Кучу зарплат , принёс ин да клаб
Видел тут лоха с тобой
На маршрутке пусть едет домой
Ой
Ты же цвела но не для него
Таких ты назвала валенок
Что у тя в груди — мной украдено
Остальным ты скажешь пойти на
Пати донт стап, я Роки Асап
Я трахаю баб, я трахаю саб
Все фап на твой зад, но скинуты за борт
Ведь с тобой щас динозавр
Дикий как мавр, или просто варвар
Не люблю war, люблю навар и варвар
Я не заканчивал Гарвард
Но тоже могу причесать
Тебе грамотно",https://genius.com/Metox-well-like-lyrics
Пацанский блэк (Boy`s black),"[Текст песни «Пацанский блэк»]

[Куплет 1]
И мне похуй, что это было (похуй) на сотне старых дискотек (Yes)
Твои родители (твои родители) качались под такой же трек
И мне похуй, что это было (похуй), да твой заёбанный отец (Yes)
Выдавал под бласт-биты пацанский блэк
И мне похуй, что это было (похуй) на сотне старых дискотек (Yes)
Твои родители (твои родители) качались под такой же трек
И мне похуй, что это было (похуй), да твой заёбанный отец (Yes)
Выдавал под бласт-биты пацанский блэк

[Припев]
Пацанский блэк
Пацанский блэк
Пацанский блэк
Пацанский блэк

[Куплет 2]
Похуй, что это было (Чё это было?) на дискотеках 90-х (Ха-ха-ха)
В мясо пьяная кобыла (Сучка) почувствовала себя взрослой (Ха-ха)
Да, это было, но всё равно как первый секс (Yes)
Рэпчик под бласт-биты (И) пацанский блэк

[Припев]
Пацанский блэк
Пацанский блэк
Пацанский блэк
Пацанский блэк",https://genius.com/Slava-kpss-boys-black-lyrics
настроение (mood),"[Текст песни «настроение »]

[Куплет: Слава КПСС]
Настроение: сходить на хуй (У меня)
Настроение: сходить на хуй (У тебя)
Настроение: сходить на хуй (Для меня)
Настроение: сходить на хуй (Е, на хуй)

[Куплет 1: Слава КПСС]:
Целый день долблю Colgate
Толстопузикам устроим тут Уотергейт
(Эй)
Я с двух косяков Max Payne
Я страшный парень, как в аниме Гангрейв
Копы говорили ""вы мудилы"" на иврите
Мы громилы на магните
Мы вам жопу намагнитим
Никто бы не купил ваши лейблы на могиле
Вашей матери куплеты Мак Скири на виниле
Новый миллион, будто Джим Бонд
Мы скурили быстро, теперь, парень, you can go
Моя генерация МС — это Бишкек
Твоя репутация — возить в толстой кишке
Мой бог, мой флоу — это посланник небес (Yes-yes-yes)
Мой бро не обломится гонять с пятым айфоном S (S)
Просто потому что trap, trap ему важней (Эй)
Но когда речь о делах, он сразу Молчаливый Джей
Эй, (Боб, Боб) Молчаливый Джей
Настроение: сходить на хуй (Е)",https://genius.com/Ezhemesyachnye-mood-lyrics
Воскресение (Resurrection),"[Текст песни ""Воскресение"" ft. Овсянкин]

[Куплет 1: Хан Замай]
Rest in peace, Михаил Светин
В рассвете лет зачем покинул? Лучше б гибли дети
А мы в аниме тупим, в студии ""Гибли"". Ветер
Нашу лысину колышит, я как Гимли — рэпер-гном
К хуям уплыву по Ленору
В России запретил употреблять Путин валидол
Я кодеином хочу злоупотреблять, как Билл Хоуп
И на залупе прокатить каждую блядь между ног
Ведь я из Междуречья, в желчи печень
Левчик Лещенко, мой рэпчик лечит
Как святая слюна, жирнозакрученный блант
Я как Иван Кучин — талант
Людмила Гурченко мне б дала
Но смерть убивает — Аристарх Ливанов
Как Спартак Мишулин шутит о самом главном
Новая осень, Петербург, достать чернил и плакать

Ведь Барак Обама нам не кинет зигу, брат мой
Мразь он! (Мразь он!)

[Куплет 2: Слава КПСС]
На Lamborghini моего старика летим не мимо хайпа
Мимо ломбарда, маяка, мимо плаката с Хайфой
Звонит мой iPhone: ""Ало, это прокуратура?""
Я потушил экран, а после потушил окурок
Луна дебильно лыбилась сквозь лобовые стекла
Река от ветра вздыбилась, как племенная телка
Опять ли мне привиделось, или теперь все четко
Кто-то оставил этот мир в режиме перемотка
По курсу перемога, под крылами звездолета
Поет о чем-то уже третье в системе солнце
Тлеет точка отсчета на папиросе клингонцем
В моих зрачках уже танцует горячая Бейонсе
Под песни бонса, я Миша Япончик
Но здесь кармический просчет, и я плохо кончу
Что означало бы на шведском слово husqvarna
С бионосителя сознания стерта программа
Порой буквальный перевод — ""хуевая карма""
Я просыпаюсь с мокрым верхом и гнойным пахом
(Может лучше ""пахом Гнойного"", а?)",https://genius.com/And-zamay-and-slava-kpss-resurrection-lyrics
"03/02/15: EDIK_KINGSTA vs ФАЛЛЕН МС [Отбор, II сезон]","Раунд от Fallen MC
Больше хайпа, больше фейма!

Я захожу в падик
И мне кричат: ""Шухер!""
Но я ебаный нарик
И замутил рыжухи

А Fallen MC хочет плюху
Сталин MC пишет письмо другу:
""Эй, ты, kingsta, думаешь, твой стайл — гэнгста?""
Тебя ебали в рот до шести лет — называешь это ""трудное детство""!

Но ты, но ты, но ты, но ты, слышишь? Посмотри на меня..
Но ты играл в кубики и был рад
Когда сосед Трубик твой подставлял в зад
И трескал бульбик его широком очке
Нашёл сифак, тубик и капюшон в башке

Кингста: Я нихуя не понял
Fallen MC: Я перепутал слова просто

Тебя везли в Ташкент
И по дороге трясло
Как говорит наш кент:
""Я знаю Ваню Светло""
Но Fallen MC — здесь, и хочет крот Эдика
Садись на свой трон, где там трон педика!
Да, Эдика-педика!
Гнойный: Трон педика!
Fallen MC: Эдика-педика! Эдика-педика!
Гнойный: Рифмы, нахуй!

Fallen MC: Рифмы, рифмы, рифмы!
Рифмы уровня Бьянки, а, может, выше
Fallen MC в дамки из подполья вышел
Посмотрел на рэп, отрыгнул на темя
Здесь стоит гандон и тянет время, это я про себя

Респект парням с Дыбенко, классный насвай!

Эй, ты, Кингста! С еблом Рона Уизли!
Снимай скорее шляпу, она кричит: ""Слизерин!""

Гнойный: Слизерин!
Fallen MC: Колдуй себе проход в топ 16, падла
Ты — грязнокровка, Рон, ведь в тебе кровь магла!

Всё, всё! Настало время грандиозных панчей, грандиозных панчей!

Среди... Среди первых блядей — ты первая блядь!
Среди последних блядей ты последняя блядь!!!

Ты продаёшь гитары? Я купил у тебя Ibanez, пошёл на хуй!
Струны звучат не в лад
И качество не ахти, ладно
Похуй, братан, бабки вернёшь после батла

[обращается к Гнойному]
Слава, это хуйня, по моему, нет?
Кингста: Это он написал текст, да?
Fallen MC: Это он написал, да

Вараб: Гнойный продался!

Fallen MC: Ё, ё, ё, ё, ё, ё, ё!

А всё, вспомнил, вспомнил:

Пошёл на хуй, Кингста! И я не в плане секса!
Ведь ты — старый Кингста, скоро умрёшь, гэнгста
Твой товар — гитарки, а в них иголки с ВИЧем
Держи колпак легалки и ебись в рот под питчем!

Поменьше рук, бро.... Ээммм...

Твои друзья ВКонтакте не ставят тебе лайки!
Они отключают просмотр, но шлют тебе смайлик
И ты зашлю в зайка, и тебе зашлют в саечку
Ты - негритянская шлюха, держи за щеку!
А, всё, слово. СЛОВО!
Раунд от Edik_Kingsta
Эдик Кингста! Это я.

Солнце породило на свет нового ребёнка
Меня сложно не заметить даже в потёмках
И хоть я рэпер-водолей, лью в текстах литры воды
Меня самого бесят рэперы, особенно такие, как ты!

Когда я говорю слово ""говно"", люди вспоминают тотчас про вас
Как ты будешь качать толпу, если даже не можешь качать права?
И если рэп это мясо, то я принёс сюда колбасу
Твоя прерогатива — говорить ""спасибо!"", когда на тебя ссут
И это происходит в данный момент, охуевает вся детвора
Ты какой-то странный чувак, то ли русский, то ли араб...
Сука, блядь...

Ты настолько араб, что мечтаешь только о том, чтобы любоваться [?] расписали с двух сторон
Дзынь-дзынь! У меня звонит телефон. Пардон, братцы!
Алло?
Это твои друзья, говорят, что они ни хуя тебе не друзья, и хули ты до них доебался?!

Ты слишком часто слышал от них: ""Передавай своей суке привет!""
Ты такой же терпила, как Эгоист, такой же уебан, как Букер Д. Фред
И твоя тёлка настолько шлюха, что впитывает хуи, как губка
Настолько шлюха, что у её вагины есть свой собственный телефон, и там даже кто-то поднимает трубку!

Эйоу, бразерс, но от разных крас волосы разные, если хочешь, не верь
Не унывай, когда-нибудь твоя тёлка даст и тебе
И да, возможно, мне тут никто не поверит
Но его сука такая жирная, что моется ""Fairy""

Fallen MC: НА, НА ХУЙ!

Кингста: Я знаю, какая тебе на батле отведена роль
Ты пришёл сюда не рэповать, а продавать соль:
Прогресс на лицо, чувак, растёшь махом
Но всё равно в плане секса со своей тёлкой ты идёшь на хуй!

Ты настолько быстро идёшь на хуй, дурень
Что перегоняешь скорость смены половых партнёров своей бабули
Ты настолько быстро идёшь на хуй, педик
Что перегоняешь скорость звука шлепков, издаваемых хуями, стукающих пó лбу твоей леди

Fallen MC: Давай, давай, давай...! [машет руками в стиле диджея]

Настолько быстро, что за это время она успевает обслужить всего 20 таджиков
Баттлить с тобой всё равно, что ебаться с бомжихой
Да ёпта, даже твои друзья тебя ебали в тузэин
Кстати, о друзьях: я обожаю быть в компании своих друзей
И если я захочу, то положу ладонь на грудь любой суке в компании
Правда у нас нет ни одной суки в компании, поэтому я держу руки в кармане
А ты держишь руки на братухиной мошонке
Сука, блядь, только вякни про мою маму, мы тебя сотрём... Да ладно, шучу

Мне по хуй, что ты про меня скажешь — довольно, ман
Мне по хуй, что про меня скажет миньон Гнойного, и плевать на победу
Выиграть тут — всё равно, что быть самым метким из мозил
Тут каждым движет дудка, словно змей из корзин
Это суровый батл-рэп, пацан, просто не ссы
Иногда у твоей тёлки появ... а... нет, сейчас, погоди
Иногда (прыщи?)... Нет, не прыщи
Иногда твоя тёлка покрывается хуями — это жёсткая сыпь. Эйоу

Бургер MC. На моих концертах мне махают суки руками
В Карлс Джуниор Вейп подруге дали бургер с хуями
Она сказала ""Ями-ями"", будь готов к жести
Раз сам позвал меня на татами

От этого печаль на душе, не утолить эту боль за миг
Но твои родители такие жирные, что обвенчались луковыми кольцами
И твоя мама, твоей забегаловке предпочла Макдональдс, и это ведь не миф
Когда она туда приходит, то заказывает наборчик ""Happy Milf"", в общем...

Fallen MC: Опять Слава придумал?

Кингста: Да да да, он писал мне текст тоже

В общем, кто-то под конём, кто-то на коне
Но есть один красавчик — Allodium в огне!

Слово!",https://genius.com/Slovo-battle-03-02-15-edik-kingsta-vs-ii-annotated
Гималаи (Himalayas),"[Текст песни ""гималаи""]

[Куплет 1: Слава КПСС]
Дальний свет, идальго, след протектора
Асфальт, монета подброшена в небо
Естество припорошено тошными скандалами
Тоже мне любовь в кандалах под скалами в гималаях
Зависаем распятыми клятвами, овчарка давится лаем
Как креаклы завтраком с злаками
И я тебя трахаю, и ты меня трахаешь
Выйти нельзя из пахоты
Маховик времени, прими эти тяготы
Таблетки, ягоды, все по спирали
И я стремлюсь к сингулярности
А ты к сиюминутной близости
О вечной любви не пиздят в телевизоре
Автоматы и потребители, барабаны и истребители
Пойми меня в клубах сенсимильи

Расписаться в ЗАГСе или в бессилии
Разливаясь, как Нил на эти розы могильные
Я, как кофе, тебя растворил, Марко Поло в Вест-Индии
Я Ганнибал, домофон набери и впусти меня
Параллельные линии не свести даже Розе Сябитовой
И пьяный санитар не стал оперировать, оплачь меня иволгой

[Припев: Саша Дискотека]
Нервно в недрах вселенной, в холодной стране
Нервно в заснеженном городе, в коммунальной квартире
Нервно в стакане, в сортире
На простыне белой, в тебе и во мне эти нервы застыли
Нервно тайно с утра, обед тоже нервный
Нервно гладить кота, дышать тоже нервно
Нервно спать и любить, забыть тебя нервно
Познавать этот мир через призму нервов",https://genius.com/Ezhemesyachnye-himalayas-lyrics
Степь (Steppe),"[Текст песни «Степь»]

[Куплет 1: Скудно]
Похорони меня в степи, где человеку не ступить
Куда не забредут дожди, и не шумит листва деревьев
Я так устал от общества калек душевных, которые не видят чёрного и белого
А только белый синий красный, и были правы все фантасты
Айн Рэнд и Голдинг, Хаксли, что социум как антипод прекрасного и справедливого
Похорони меня, где ветер в ивах нежно шепчет ""не буди""
Не будь самим собой, а стань другим
Стань чище, тише, есть вещи выше на порядок
Чем шутки смерти на снарядах, танки на парадах и удары Градов
А если хочешь, можешь лечь со мною рядом
И это место нас отравит трупным ядом тех, кто тоже спит
Похорони меня в степи, похорони меня в степи

[Куплет 2: Слава КПСС]
Похорони меня в степи и будь хорни, но не Карен
У бабушки был инсульт, не фотай это не ахегао
Упущенный шанс как когда не стал во время пить терапию
И теперь несёшь близким это спид инфо
Или когда не покинул Россию (Упс)
Так утекает сквозь пальцы Флинт Марко

Я же мог в любой момент заехать повидаться
Можно встать из-за стола и забрать деньги
Но приходит туз дама. И приходится врать, что она сама проебла серьги
По тихой хотел бзднуть, но начал сренкать
Да похуй чё мне теперь не купаться раз я сердечник
В резинке не то теперь будто в халапеньо перчик
Под высоковольтными проводами кинул дэбчик
Я бреду степняком под этим вечным сквозняком
Хотел бы быть улыбчивым стримерком типа Мазелова
Но у меня под сердцем киста размером с Макса Новосёлова

Мы разные
Вас встречают по одежке, а меня как зачумленного
Похорони меня в степи, мой конь ебаный
!
Ему будет трудно это сделать
Это же лошадка",https://genius.com/Ezhemesyachnye-steppe-lyrics
Брюки (Pants),"[Текст песни: «Брюки»]

[Куплет 1: Слава КПСС & Fallen MC]
Я купил себе на рынке
Замечательные брюки
Ухо приложил к ширинке
И услышал сердца стуки
«У меня штаны живые!»
Говорю я всем прохожим
Отчего они не верят?
Ведь на психа не похож я

[Куплет 2: Слава КПСС & Fallen MC]
Прихожу домой с работы -
Брюки трахают соседа
Извини, Степан Степаныч
Эти брюки из вельвета
Эти брюки из Вьетнама
Эти брюки шили гуки
Эти брюки, эти брюки!
Замечательные брюки!

[Припев: Слава КПСС & Fallen MC]
Брюки, брюки, брюки
Ты слышишь это, сука?",https://genius.com/Ezhemesyachnye-pants-lyrics
Минус брат (Minus Brat),"[Текст песни «Минус брат»]

[Скит]
— Смотри, терпила твой качать приехал
— Кто терпила, блядь? Вы чё стрелу просохатили? Вы чё себе думаете?
—Ты че горуешь-то, епта? Ты че, бля, а, охренел что ли? Сидеть!


[Куплет 1: Джигли]
Сделал бабки на слезах (Плак-плак)
Показал им чудеса (Вуп-вуп)
Пока занят, зай, сорян (Зай)
Надо спрятать этот нал (Gangsta)
Моя шляпа не простая
Молись, парень, ты не с нами
Мориарти — просто ламер
Моё имя, бля, Илья
Всё — иллюзия, обман
Ты обычный петухан
Моя ржавая семья
Я на ржаке сделал лям
А на Ржевке спрятал Джуба
Це majestic
Ты дал дуба
Вижу лоха, вижу рубль
Спрятал сердце на Бермудах
Я как новый Рыжий Ап
Экстрасенс и level up (Вверх)
Твоя девочка — бардак
Мои денежки — one love
Джинджер",https://genius.com/Ezhemesyachnye-minus-brat-lyrics
Крючок (Kryuchok),"[Текст песни ""Крючок""]

[Интро: Fallen MC]
Кому на роду написано сети ставить, тот есть браконьер
Браконьеру, — рыбнадзор
А кто по натуре своей рыбалку любит
Тот и в нерестовый запрет на спиннинг ловит


[Куплет 1: Слава КПСС]
Я уёбище, целуй моё удилище
Все джиг-головки по скидке, от две тысячи
Но вместо спиннинга хочешь привязать палку к леске
Покупаешь мармеладных червячков в ленте
Вместо нормальных воблеров, и я сразу бегущий по лезвию
Если скидка на карповую катушку с байтранером
Крючком выковыриваю, из жидкой массы отруби
И сижу тут как тот сраный волк хвостом в проруби

Но когда расцветёт черёмуха, пойдут жирные густера
А я вижу огромного леща, что поймали мы с тобой
Несчастный Диман
, зря была эта ловля на мотыля
Когда мы мусорнулись, наконец-то клюнула краснопёрка
Но было поздно финтить игрой бокового кивка
Эта басня грустна, как “Старик и море”
Но так вышло, что вертлюга тебе дороже
А рыболовный лак весь ты спустила на ноготочки
Говорят, в тихом омуте черти водятся
А я видел там жереха, я знаю, он клюнет на пескаря
Когда пойдут майские жуки
Смотри, в реке охлаждается Зелёная Марка",https://genius.com/Firstfeel-and-ezhemesyachnie-kryuchok-lyrics
Форт Баярд (Fort Bayard),"[Текст песни «Форт Баярд»]

[Куплет 1: МЦ Лучник]
Судьба тебе бросает вызов, как форт боярд
Где гоняют карлика лысого
Ты должен выстоять и просто понять:
Вокруг трюкачи, как Акопян Амаяк
Сим салабим и хуяк ты идешь на маяк
Там со старцем рамсы предстоят
Не ссы, тут так постоянно
После ямы с тараканами мы тут всего час
А уже наебнули кругами раз этак сорок
Наша бригада раса плохих танцоров
Мы, как лезвия в бритве собраны
И как плиты весомые
Сработано чисто, запомните числа
В которые стекали лучи из тебя добра
Из ста напрасных правил, одно направьте в свежее стадо
Вешайтесь падлы, режиссёр трое суток не спал и придумывал испытания
Они были хитровыебаны вступай в наши ряды
И пусть штаны полны хоть обосрись, но задание выполни
Само собой тебе то, что попаганее выпало
Главное, чтобы не выбыл ты
Иначе увы тебе грешному на пленке лишнее отрежут
Орёл или решка - решайся
Там может быть счастье, а можно леща словить
Вальхала для викингов
Там вдали ты увидел убитых в крови
Это были твои, уже третий свалился
Нас осталось нет нихуя, но прыть не унять
Нам бы ночь простоять и день продержаться

В пизде вашей жалости место
Тут вести благой ждали, как веса в агонии
Типы на отходосах, ныне покойные
Нас обоссаные стены запомнят
А там не было издержек
Без забот и без денег жилось ништяк
Пока не ёбанул четвертак
Ну вот она эта черта
Стальная клетка, за которой золотые монеты
Будущего нет, хватай и беги
Сведены моменты в единый миг — это твоя антилопа
Гони её в стойло, либо не стой на пути
Может и не стоило ампутировать из памяти дни
Те, что избавят от нимбов
Гляди все монеты твои, родник с эликсиром бессмертия амиго",https://genius.com/Eje-and-mc-luchnik-fort-bayard-lyrics
Глубина промиль (Depth of per mille),"[Куплет: Слава КПСС ака Бутер Бродский]
Гуф с неба послан
Аллах сказал — иди на хуй Лёха, у нас своя курёха
Тут не курорт, ну не плохо
Бля, какой ямб? Я не в курсе
Омар Хайям, как и мы, забив косяк слагал
Я под гитарку слабал Гражданку
И по слогам зачитал тексток, теперь он послан вам
И я бы не променял этот дымный подвал на апартаменты
Поджигаю дурь, как пироман
Виноват. Не миновать траты киловатт
Наш взгляд направлен во все стороны, как коловрат
Все поломать и на руинах замутить поминки
Паганини подавили пляски под чужие скрипки
Сами пишем скрипты
На облаке старик сердитый хочет запретить все
На хуй пойди ты
Цвет лица синюшный
Глубина сто тысяч промиль, спасите наши души
И душит осознание, что мы под знаменем контркультуры несознательны

А я возвращаюсь затемно
Я по касательной касаюсь мира клерков
Ноющих днями как ссадины
Идите в задницу",https://genius.com/Slava-kpss-depth-of-per-mille-lyrics
DISS НА МОХ (Oxxxymiron diss),"[Текст песни «DISS НА МОХ (Oxxxymiron diss)»]

[Интро: Владимир Епифанцев]
«Короче, обожрался мухоморов опять. Очнулся, башка перевязана - пробита, наверное. Птицы золотые, голда, цепочка. Нихуя не понимаю. Какой сейчас год-то? Всё, в пизду ваши мухоморы - больше не буду их есть»

[Бэки: Замай]
Стопмох, стопмох
Стопмох, стопмох

[Куплет: Слава КПСС]
Дурачок, я сверчу, как сверчок
Это не клип, это щитпост
Окси, давай сделаем фиток?
Иди нахуй, бро - я пошутил
Жёсткий, как Моргенштерновский ЧОП
На стриме навалил рэпачок
Шаман протянул залупу, говорит, «Окси, соси»
Облимонил ему вялого, но до сих пор МС
Мне, бля, похуй, смотреть этот ваш позор не в облом за бабло
Да, мы Angry Birds, но не петухи
Я пишу как Гомер, а ты мистер Бёрнс
Десять лет писал хуйню, теперь нам принёс
Йо-о-о, да ты просто комбинатор, Окси
Не-ет, да ты просто кандибобер, Окси
Я писал это 12 секунд, иди нахуй
Какой, сука, нахуй мох?
Какой, блять, мох, типа я мох
А он просто бабочка, словно махаон, бля?
Королева бэд-барса, твоя лысина сияет словно мои яйца
Похуй, это катит тупорылым массам
Ты ни то, ни сё, а мы, блять, и рыба и мясо
Вот такие вот панчи, брат
Целую в хуй
- это мой гачи-мучи вклад
Нахуй мучать зад, ты срёшь один раз в шесть лет
В тебя кончил зэк, у тебя бело-шоколадный глаз
Это был перебор сейчас
Не, ну а чё, ты качал под Ромин рэпачок
Да, от мефа протекает колпачок
Но, бля, похуй - исповедался, и ладно
Может, я тупой мудак, как Саша Ресторатор?
Может, я тупой мудак, как Саша Ресторатор?
Не включаю умняки: мне кажется лишней
Твоя карцерная матрица тайных полиций
Чё ты этим хотел сказать?
Мышь родила гору, где-то в глубине базальт

Просто врубай изящно, как я это сделал
Надо срочно обосрать праздник твоим фэнам
В твоей чёрной дырке дядька, словно Интерстэллар
Прорубил твоё окно, этот Пидор Первый

Панчи для весёлых ебанатов
Твои панчи для душнил, так что похуй нахуй
Мы кричим «О мох!» иск о защите Ромы
Нет, наооборот, ымоР етищаз Окси-homo (Е, мох)",https://genius.com/Slava-kpss-diss-oxxxymiron-diss-lyrics
500 дней без еже (500 days without Eje),"[Текст песни «500 дней без еже»]

[Интро: Слава КПСС]
Вас ждут долгие 500 дней, друзья (Дамы и господа)
Да, в эти холодные дни, когда вы не сможете опереться на плечо товарища (500 дней без Еже)
Нового релиз Ежемесячные (500 дней без Еже)
Наливайте
(Вас ожидают 500 дней)

[Куплет 1: Слава КПСС]
500 дней без Еже
Одни и те же куплеты, думаете, доебали только вас? (Нет)
Но последние слова не должны дрогнуть
Какой бы ни дул из бездны сквозняк (Ой)
Зацени как тает отпечаток глины
Трансляция эго посредством рутинных графоманских приёмчиков (Бла-бла-бла)
Жизнь ускользает на кончиках, на ноготках
В блеске твоих блёсток ускользает последний час
На последний релиз под последний напас
За окном хаос
И мы включены в этот ужасающий вальс
Унивёрсум
не может быть уничтожен (И что?)
Значит дело в нас, значит дело в нас
Лишь бы не стать мейнстримом, лишь бы не подсесть на стриминг (Ха-ха)
Уйду в холодные звонки, и назовусь Колд Сименс
Мы обязательно вернемся, братишь не кисни, если есть Липтон, то за нас чифирни",https://genius.com/Ezhemesyachnye-500-500-days-without-eje-lyrics
Где справедливость? (Where’s the Justice?),"[Припев: Feduk]

Где справедливость?
Ты такая сука, но мое сердце пылает по тебе
И вряд ли остынет больше
Снова улетаешь в свою башню на Porsche
Где справедливость?
Ты такая сука, но мое сердце пылает по тебе
И вряд ли остынет больше
Снова улетаешь в свою башню на Porsche
Где справедливость?
Ты такая сука, но мое сердце пылает по тебе
И вряд ли остынет больше
Снова улетаешь в свою башню на Porsche
Где справедливость?
Ты такая сука, но мое сердце пылает по тебе
И вряд ли остынет больше
Снова улетаешь в свою башню на Porsche

[Куплет 1: Джигли]
Ницца, Монако, ты стильная лали
Но лично со мной тебе не поладить
Хочешь домой? На парковке твой Porsche
Хочешь ко мне, но закована в обществе
Ты такая малая, такая забавная
Хочется бросить все, плюхнуться в ванну
Питаться отравой, забыть про всех, но
Ты слишком взрослая, я слишком странный, эй",https://genius.com/Jigly-wheres-the-justice-lyrics
Могилам (To graves) (Rework 2023),"[Текст песни «Могилам (Rework 2023)»]

[Куплет]
Однажды всё-таки вернусь на вотчину
Где в складчину брали пивко, мимо дома о́тчего пройдусь
Отчего так грусть ебёт? Тот я — был мой антипод
Как поднимали стопки, опускали батин гроб, я вспомню
Вот он дом, который был потерян

Без всяких сложных материй и ложных представлений
Дело тут не в вере, но я счастлив был, амурский берег

Сколько тех мгновений, что я вспомню, когда поседею
И я не верю, что мы встретимся на небе с теми кого так любили
Так звони почаще по мобиле близким
Пока фамилии в контактном списке
А не выбиты под фоткой на гранитном обелиске

Их забирает расстояние, время и лишним
Хранить обидки как напитки с выдержкой у виски
Я искупить не смог бы все грехи
И на могилку принести могу только цветы
Прости, я не сказал тебе всего, но вот он — тречок
Я передам тебе с новеньким мёртвым (Привет)
И мне почудится дверной звонок
Переступи порог, и я брошусь со всех ног
Но это морок
, ты подземней, чем все эти бляди
Ты спрашивал, теряя: «Братик, когда полегчает?»
Я обещаю, что отвечу, как только узнаю
Отвечу, как только узнаю",https://genius.com/Slava-kpss-to-graves-rework-2023-lyrics
ПОльто (coat),"[Текст песни «безпальтовщина»]

[Куплет 1: Слава КПСС]
Всё не так и всё не то, когда на тебе нет пальто
Выпил Декса и завис на втором плато

Выплюнул зубы в платок, сходил по большому в кошачий лоток
А хули, прёт
Не понятен Бальмонт, понятна Агния Барто
Но всё не так и всё не то, когда на выборах опять победило ЕДРО
Когда кинул зигу, а коллега Аслан кинул через бедро
В гроб положите меня в берлинском пальто
Осень танцует «Вальс-бостон», по губам водил болтом
Тем, кто променял пальто на куртки из кожи
Куртки из норки, куртки из кожзама, куртки из полиуретана
Пей урину на зависть пуританам, делай куни путанам, но не будь как все
Будь модным валетом, носи его даже летом
Носи его под бронежилетом, брей брови Gillett'ом
Лечи пролежни постельным режимом
Одень лосины, пользуйся Clearasil’ом, люби Россию, пидор, йе (Йе, пидор-пидор-пидор)
Аве Мария
Любил буллить — подхватил булимию
В домашнем пуделе отверстия пулевые: этот мир его выеб
Получи на складе нимб и крылья: это мимикрия
Когда одеваю пальто, ощущение будто обнимает ангел
Как опытный джанки, я ныряю в джунгли городских окраин, грамм на кармане
Христианскую добродетель иллюстрируют Авель и Каин

Прочитав «Майн кампф», пьяный викарий нарисовал свастику на Коране
И это как бы намекает: не поминай Господа всуе, Господь икает",https://genius.com/Ezhemesyachnye-coat-lyrics
Солнце (OST Струны) (Sun),"[Текст песни «Солнце (OST Струны)»]

[Инструментал]

[Куплет 1]
Мама на работе и пьющий отец
Да, тебя заводит поломанный чел
Я всегда хотел безопасности и
Юзал, но наркотик не дал мне любви
У меня есть выход, а выхода нет
Я хотел исправить тобой свой дефект
Мой внутренний ребенок в iTunes на витрине
Он висит в петле, заплутав в пуповине
Все меня ломали, я верил в тебя
Детка, нахуй страхи, твой страх — это я?
Ты забрала солнце, сбежав без оглядки (Похуй)
Можешь меня бросить, я буду в порядке

[Инструментал]

[Куплет 2]
Я не могу плакать и не знаю почему
Я хочу сдохнуть и не знаю почему
В первый раз попробовав в падике на обводном
Мама, я почувствовал себя свободным
Хотел бы продать душу, устроить стриптиз
Но для этого она должна у меня быть
Она говорит, что я красивый, когда грустный
Вокруг меня хрустальный гроб, в котором пусто
Круглая, как солнце, таблетка лечила
Я тебя люблю, но забыл твоё имя
С ней или с тобой моя боль уходила
Но лишь когда исчезну я — исчезнет причина",https://genius.com/Slava-kpss-ost-sun-lyrics
